created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Mon Oct 12 13:19:40 +0000 2015,6.53560669241872E+017,"Rumah Inspirasi: Syariat Islam di Brunei Darussalam,,, Ketika raja ... http://t.co/kfHsnQo7Vf",0,0,0,0,in,241963559,6.53560669241872E+017,wan_harta,https://twitter.com/wan_harta/status/653560669241872385
Fri Sep 11 10:27:02 +0000 2015,6.42283200761303E+017,Warga Brunei Darussalam Lihat Penerapan Syariat Islam di Banda Aceh http://t.co/GvPkdyDm0j,0,0,0,0,in,2261657833,6.42283200761303E+017,infoBna123,https://twitter.com/infoBna123/status/642283200761303040
Fri Sep 11 10:23:24 +0000 2015,6.42282286000443E+017,Warga Brunei Darussalam Lihat Penerapan Syariat Islam di Banda Aceh - acehterkini http://t.co/iA2kboTuJI #BandaAceh #Aceh,0,0,0,0,in,2328785186,6.42282286000443E+017,AcehNobar,https://twitter.com/AcehNobar/status/642282286000443392
Fri Sep 11 09:14:06 +0000 2015,6.42264846839377E+017,Warga Brunei Darussalam Lihat Penerapan Syariat Islam di Banda Aceh http://t.co/YsxEoX0dap #BeritaAceh,0,0,0,0,in,90836737,6.42264846839377E+017,beritaaceh,https://twitter.com/beritaaceh/status/642264846839377921
Thu Jul 30 06:33:44 +0000 2015,6.26641811180793E+017,TEGAKNYA SYARIAT ISLAM DI BRUNEI :  Ekonomi Kuat dan Pemimpin Taat  BRUNEI Darussalam terus menjadi pusat... http://t.co/bvSi7Cpc4j,0,0,0,0,in,1021893018,6.26641811180793E+017,RoudlohElAmor,https://twitter.com/RoudlohElAmor/status/626641811180793856
Fri Jun 26 22:52:11 +0000 2015,6.14566857375395E+017,Syariat Islam di Brunei Darussalam http://t.co/cFxQU2T51F,0,0,0,0,in,385408977,6.14566857375395E+017,KMAMesir,https://twitter.com/KMAMesir/status/614566857375395840
Sat Jun 20 12:46:18 +0000 2015,6.12240054841315E+017,"Selama sy berada di Brunei Darussalam, negara Islam dan menerapkan hukum Syariat, Masjid hanya berbunyi ketikaâ€¦ â€” https://t.co/EYwycfSvUh",0,0,0,0,in,58064727,6.12240054841315E+017,pakgururomy,https://twitter.com/pakgururomy/status/612240054841315328
Tue May 19 10:22:05 +0000 2015,6.00607349317984E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat  BRUNEI Darussalam terus menjadi pusat... http://t.co/epXFwkz5ib,0,0,0,0,in,2520246291,6.00607349317984E+017,ropie25,https://twitter.com/ropie25/status/600607349317984256
Tue Nov 11 03:02:31 +0000 2014,5.32005423092494E+017,"Assalamualaikum Brunei Darussalam, selamat datang di negara yg menjunjung tinggi syariat islam. Butuhâ€¦ http://t.co/Zk8fsMtUIa",0,0,0,0,in,122722526,5.32005423092494E+017,alhamsaDZ,https://twitter.com/alhamsaDZ/status/532005423092494336
Wed Oct 01 07:05:54 +0000 2014,5.17208769680273E+017,Tujuh Jaksa Syariah Brunei Darussalam Pelajari Syariat Islam di Banda Aceh http://t.co/lBr8xKS5mf via @berita_rri,0,0,0,0,in,1129936609,5.17208769680273E+017,RRIPrograma3,https://twitter.com/RRIPrograma3/status/517208769680273408
Sat Aug 09 10:30:42 +0000 2014,4.98053750540357E+017,Syariat Islam di Brunei Darussalam http://t.co/iCtGgwBbFR via @tribunnews,0,0,0,0,in,303616000,4.98053750540357E+017,adindaarwin,https://twitter.com/adindaarwin/status/498053750540357633
Sat Aug 09 02:20:19 +0000 2014,4.97930342867542E+017,Syariat Islam di Brunei Darussalam: PADA 22 Oktober 2013 Raja Brunei Darussalam telahâ€¦ http://t.co/y1xMKI3EKa,0,0,0,0,in,81757677,4.97930342867542E+017,masterblogspot,https://twitter.com/masterblogspot/status/497930342867542017
Sat Aug 09 01:25:51 +0000 2014,4.97916634653134E+017,Syariat Islam di Brunei Darussalam: PADA 22 Oktober 2013 Raja Brunei Darussalam telahâ€¦ http://t.co/FxOxdeU4ZN,0,0,0,0,in,1518902364,4.97916634653134E+017,Yasirmaster,https://twitter.com/Yasirmaster/status/497916634653134848
Fri Aug 08 18:13:27 +0000 2014,4.97807818842329E+017,Syariat Islam di Brunei Darussalam http://t.co/OkkYMq1W5v lewat @tribunnews,0,0,0,0,in,2650643425,4.97807818842329E+017,barmi_mirza,https://twitter.com/barmi_mirza/status/497807818842329088
Fri Aug 08 08:36:02 +0000 2014,4.97662506785992E+017,Syariat Islam di Brunei Darussalam http://t.co/aE1qvxevIF,0,0,1,0,in,996698425,4.97662506785992E+017,TweetAneukAceh,https://twitter.com/TweetAneukAceh/status/497662506785992706
Fri Aug 08 04:13:12 +0000 2014,4.97596363568611E+017,Syariat Islam di Brunei Darussalam http://t.co/VizJFiXuzR,0,0,0,0,in,899235091,4.97596363568611E+017,serambi_aceh,https://twitter.com/serambi_aceh/status/497596363568611328
Sun Aug 03 13:42:23 +0000 2014,4.95927662389374E+017,Salut sama Sultan Bolkiah yg terapkan sistem Syariat Islam di Brunei Darussalam,0,0,0,0,in,226521579,4.95927662389374E+017,iwanxxxxxx,https://twitter.com/iwanxxxxxx/status/495927662389374978
Thu Jul 17 22:34:33 +0000 2014,4.89900995623669E+017,"Dan tergantung yg menjalankan RT @monikaataa: @renaiirain yah yg sesuai syariat Islam, kaya di Saudi atau Brunei Darussalam yang baru aja :3",0,1,0,0,in,360034158,4.89900995623669E+017,aninditauliah,https://twitter.com/aninditauliah/status/489900995623669760
Fri Jul 11 04:21:54 +0000 2014,4.87451692212842E+017,"brunei darussalam netapin hukum syariat islam di negaranya ditentang dunia sampe artis2 amerika jg kayak si ellen,krn dianggap melanggar HAM",0,0,0,0,in,194371832,4.87451692212842E+017,NoviNF20,https://twitter.com/NoviNF20/status/487451692212842496
Sun Jun 01 10:55:18 +0000 2014,4.73055177952337E+017,Berikut Fase-Fase Penerapan Syariat Islam di Brunei Darussalam - http://t.co/Mf6ksOL8t7 http://t.co/VnccAREbTo,0,0,0,0,in,71813396,4.73055177952337E+017,ahmadromadi,https://twitter.com/ahmadromadi/status/473055177952337920
Thu May 29 22:32:48 +0000 2014,4.72143546292518E+017,Khazanah tema menarik. Indahnya syariat islam. Pembahasan syariat islam di brunei darussalam ðŸ˜Š,0,0,0,0,in,377960898,4.72143546292518E+017,miyazahro,https://twitter.com/miyazahro/status/472143546292518912
Tue May 20 04:26:05 +0000 2014,4.68608574638157E+017,Video: Pidato Pemberlakuan Syariat Islam di Brunei Darussalam http://t.co/vXfPCq3oHw,0,0,0,0,in,336592740,4.68608574638157E+017,cari_ilma,https://twitter.com/cari_ilma/status/468608574638157824
Fri May 16 02:37:36 +0000 2014,4.67131723113701E+017,Video: Pidato Pemberlakuan Syariat Islam di BruneiÂ Darussalam http://t.co/6PFXFI8Crm,0,0,0,0,in,392485944,4.67131723113701E+017,pujianto94,https://twitter.com/pujianto94/status/467131723113701377
Wed May 14 19:53:24 +0000 2014,4.66667617378258E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/eHxkIIylG3,0,0,0,0,in,371679201,4.66667617378258E+017,GEBRAKKPONOROGO,https://twitter.com/GEBRAKKPONOROGO/status/466667617378258944
Wed May 14 07:21:07 +0000 2014,4.66478296730185E+017,[ BRUNEI TERAPKAN SYARIAT ISLAM ] Berita Dunia Islam  Brunei Darussalam menjadi negara pertama di Asia Tenggara... http://t.co/0rLJmma73u,0,0,0,0,in,1638097932,4.66478296730185E+017,murtodoalei,https://twitter.com/murtodoalei/status/466478296730185728
